antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'HEART OF WICKER SMALL', 'VINTAGE SNAP CARDS'})","frozenset({'PACK OF 72 RETROSPOT CAKE CASES', ""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS "", 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '}),0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})","frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS "", 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})","frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})","frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
"frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.01020408163265306,0.01020408163265306,0.01020408163265306,1.0,98.00000000000001,1.0,0.010099958350687213,inf,1.0,1.0,1.0,1.0
